Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
french-flatware,,,,,,,,White & Silver,,4 Pcs (Serves 1 Person),,,38113257-china-whitesilver1set,0.0,shopify,deny,oberlo,29.00,39.00,true,false,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/Jazzupco-39.jpg?v=1617304400,kg,,,
french-flatware,,,,,,,,Black & Gold,,Dinner Spoon,,,French-DinnerSpoon-BlackGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,White & Gold,,Dinner Spoon,,,French-DinnerSpoon-WhiteGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Pink & Gold,,Dinner Spoon,,,French-DinnerSpoon-PinkGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Dark Green & Gold,,Dinner Spoon,,,French-DinnerSpoon-DarkGreenGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Black & Silver,,Dinner Spoon,,,French-DinnerSpoon-BlackSilver,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,White & Silver,,Dinner Spoon,,,French-DinnerSpoon-WhiteSilver,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Pink & Silver,,Dinner Spoon,,,French-DinnerSpoon-PinkSilver,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Black & Gold,,Dinner Fork,,,French-DinnerFork-BlackGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,White & Gold,,Dinner Fork,,,French-DinnerFork-WhiteGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Pink & Gold,,Dinner Fork,,,French-DinnerFork-PinkGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Dark Green & Gold,,Dinner Fork,,,French-DinnerFork-DarkGreenGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Black & Silver,,Dinner Fork,,,French-DinnerFork-BlackSilver,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,White & Silver,,Dinner Fork,,,French-DinnerFork-WhiteSilver,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Pink & Silver,,Dinner Fork,,,French-DinnerFork-PinkSilver,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Black & Gold,,Dinner Knife,,,French-DinnerKnife-BlackGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,White & Gold,,Dinner Knife,,,French-DinnerKnife-WhiteGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Pink & Gold,,Dinner Knife,,,French-DinnerKnife-PinkGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Dark Green & Gold,,Dinner Knife,,,French-DinnerKnife-DarkGreenGold,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Black & Silver,,Dinner Knife,,,French-DinnerKnife-BlackSilver,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,White & Silver,,Dinner Knife,,,French-DinnerKnife-WhiteSilver,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
french-flatware,,,,,,,,Pink & Silver,,Dinner Knife,,,French-DinnerKnife-PinkSilver,0.0,shopify,deny,oberlo,9.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
contemporary-leather-place-mats-and-coasters,Contemporary Leather Placemats and Coasters,"<!--Start tab labels-->
<ul class=""tabs"">
<li><a class=""active"" href=""#tab1""> Description </a></li>
<li><a href=""#tab2"" class=""""> Details </a></li>
<li><a href=""#tab3"" class=""""> Shipping </a></li>
</ul>
<!--Start tab content-->
<ul class=""tabs-content"">
<li class=""active"" id=""tab1"" style=""display: block;"">
<div>
<p>We know the love for your home furniture - our <i>Contemporary Leather Placemats and Coasters</i> will help you preserve your dining table from scratches and stains.</p>
<p>These solid colored mats will beautifully complement your contemporary tableware and flatware.</p>
</div>
</li>
<li id=""tab2"" class="""" style=""display: none;"">
<div>
<p>Material: PU Leather</p>
<p>Size of Placemat: 17.7 x 14.3 inches/ 45 x 36.5cm</p>
<p>Size of Coaster: 5.1 x 4.3 inches/ 13 x 11cm</p>
<p>Color: Brown/ Light Brown/ Green/ Matcha Green/ Navy Blue/ Light Blue/ Pink/ Gray/ Dark Gray/ Red/ Black</p>
<p>Package Includes: 1 Placemat, and 1 Coaster of the same color</p>
<p>Easy to Clean</p>
</div>
</li>
<li id=""tab3"" class="""" style=""display: none;"">
<div>
<p>We offer Free Shipping Worldwide.</p>
<p>We typically ship items within 5 days of receiving an order and you’ll receive a tracking number that will let you keep tabs of where your order is at all times.</p>
<p>From that point, it takes approximately 12 – 18* days for items to arrive.</p>
<p>*Do note that longer shipping duration may be expected in some cases due to the COVID-19 situation with a reduced number of flights and manpower. We will do our best to get your order to you sooner.</p>
<p>Read our <a href=""https://jazzupco.com/policies/shipping-policy"">Shipping Policy</a>.</p>
</div>
</li>
</ul>",jazzupco,"","",true,Color,Gray,,,,,31072119-gray,0.0,shopify,deny,oberlo,18.00,24.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1170252132.jpg?v=1624115369,1,Contemporary Leather Placemats and Coasters-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118235.jpg?v=1624115369,kg,,,active
contemporary-leather-place-mats-and-coasters,,,,,,,,Pink,,,,,31072119-pink,0.0,shopify,deny,oberlo,18.00,24.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118219.jpg?v=1624115369,2,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118237.jpg?v=1624115369,kg,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,Black,,,,,31072119-black,0.0,shopify,deny,oberlo,18.00,24.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118221.jpg?v=1624115369,3,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118223.jpg?v=1624115369,kg,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,Green,,,,,31072119-green,0.0,shopify,deny,oberlo,18.00,24.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118256.jpg?v=1624115369,4,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118224.jpg?v=1624115369,kg,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,Navy Blue,,,,,31072119-blue,0.0,shopify,deny,oberlo,18.00,24.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118222.jpg?v=1624115369,5,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118231.jpg?v=1624115369,kg,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,Light Blue,,,,,31072119-light-blue,0.0,shopify,deny,oberlo,18.00,24.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118238.jpg?v=1624115369,6,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118239.jpg?v=1624115369,kg,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,Dark Gray,,,,,31072119-dark-gray,0.0,shopify,deny,oberlo,18.00,24.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118237.jpg?v=1624115369,7,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118238.jpg?v=1624115369,kg,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118235.jpg?v=1624115369,8,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,,,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118231.jpg?v=1624115369,9,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,,,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118224.jpg?v=1624115369,10,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,,,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118223.jpg?v=1624115369,11,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,,,,,
contemporary-leather-place-mats-and-coasters,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1313118239.jpg?v=1624115369,12,Contemporary Leather Placemats and Coasters-JAZZUP,,,,,,,,,,,,,,,,,,,,,
phnom-penh-marble-plate-collection,Galactic Marble Plate,"<!--Start tab labels-->
<ul class=""tabs"">
<li><a class=""active"" href=""#tab1""> Description </a></li>
<li><a href=""#tab2"" class=""""> Details </a></li>
<li><a href=""#tab3"" class=""""> Shipping </a></li>
</ul>
<!--Start tab content-->
<ul class=""tabs-content"">
<li class=""active"" id=""tab1"" style=""display: block;"">
<div>
<p>Introduce this glamorous set of plates to your dinnerware collection and glam up your feast time. The plates are made of ceramic material and feature vibrant marble patterns. The golden ornamentation adds the gorgeous luster to the plate.</p>
<p>Pick from the assorted color options of our <i>Galactic Marble Plate</i> and team it up with the dashing <a href=""https://jazzupco.com/collections/flatware"">flatware collection</a></p>
</div>
</li>
<li id=""tab2"" class="""" style=""display: none;"">
<div>
<p>Material: Ceramic</p>
<p>Size: 8 Inches/ 10 Inches</p>
<p>Pattern: Marble (top of plate only), White (base of plate)</p>
<p>Color: White, Gray, Midnight Blue and Black Marble</p>
<p>Durable</p>
<p>Chip-resistant</p>
<p>Design: Do expect some slight variations in the marble pattern</p>
<p>Dishwasher and microwave safe</p>
</div>
</li>
<li id=""tab3"" class="""" style=""display: none;"">
<div>
<p>We offer Free Shipping Worldwide.</p>
<p>We typically ship items within 5 days of receiving an order and you’ll receive a tracking number that will let you keep tabs of where your order is at all times.</p>
<p>From that point, it takes approximately 12 – 18* days for items to arrive.</p>
<p>*Do note that longer shipping duration may be expected in some cases due to the COVID-19 situation with a reduced number of flights and manpower. We will do our best to get your order to you sooner.</p>
<p>Read our <a href=""https://jazzupco.com/policies/shipping-policy"">Shipping Policy</a>.</p>
</div>
</li>
</ul>",jazzupco,"","",true,Pattern,White Marble,Plate Size,8 inches,,,24073532-1pcs-2-8-inches,0.0,shopify,deny,oberlo,34.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/MarblePlate.jpg?v=1613481123,1,Galactic Marble Plate-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015894.jpg?v=1613481129,kg,,,active
phnom-penh-marble-plate-collection,,,,,,,,White Marble,,10 inches,,,24073532-1pcs-1-10-inches,0.0,shopify,deny,oberlo,39.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/WhiteMarbleandMidnightBlue.png?v=1613481124,2,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015894.jpg?v=1613481129,kg,,,
phnom-penh-marble-plate-collection,,,,,,,,Gray Marble,,8 inches,,,24073532-1pcs-3-8-inches,0.0,shopify,deny,oberlo,34.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015891.jpg?v=1613481125,3,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015895.jpg?v=1613481130,kg,,,
phnom-penh-marble-plate-collection,,,,,,,,Gray Marble,,10 inches,,,24073532-1pcs-2-10-inches,0.0,shopify,deny,oberlo,39.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/GrayMarble.jpg?v=1613481126,4,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015895.jpg?v=1613481130,kg,,,
phnom-penh-marble-plate-collection,,,,,,,,Midnight Blue Marble,,8 inches,,,24073532-1pcs-1-8-inches,0.0,shopify,deny,oberlo,34.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/MidnightBlue.jpg?v=1613481127,5,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015893.jpg?v=1613481128,kg,,,
phnom-penh-marble-plate-collection,,,,,,,,Midnight Blue Marble,,10 inches,,,24073532-1pcs-10-inches,0.0,shopify,deny,oberlo,39.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/BlackMarble.jpg?v=1613481128,6,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015893.jpg?v=1613481128,kg,,,
phnom-penh-marble-plate-collection,,,,,,,,Black Marble,,8 inches,,,24073532-1pcs-8-inches,0.0,shopify,deny,oberlo,34.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015893.jpg?v=1613481128,7,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015896.jpg?v=1613481131,kg,,,
phnom-penh-marble-plate-collection,,,,,,,,Black Marble,,10 inches,,,24073532-1pcs-3-10-inches,0.0,shopify,deny,oberlo,39.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015894.jpg?v=1613481129,8,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015896.jpg?v=1613481131,kg,,,
phnom-penh-marble-plate-collection,,,,,,,,All Styles Collection,,8 inches,,,24073532-4pcs-8-inches,0.0,shopify,deny,oberlo,109.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015895.jpg?v=1613481130,9,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015897.jpg?v=1613481132,kg,,,
phnom-penh-marble-plate-collection,,,,,,,,All Styles Collection,,10 inches,,,24073532-4pcs-10-inches,0.0,shopify,deny,oberlo,129.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015896.jpg?v=1613481131,10,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015897.jpg?v=1613481132,kg,,,
phnom-penh-marble-plate-collection,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1317015897.jpg?v=1613481132,11,Galactic Marble Plate-JAZZUP,,,,,,,,,,,,,,,,,,,,,
acacia-plate-collection,Acacia Plate,"<!--Start tab labels-->
<ul class=""tabs"">
<li><a href=""#tab1"" class=""active""> Description </a></li>
<li><a class="""" href=""#tab2""> Details </a></li>
<li><a class="""" href=""#tab3""> Shipping </a></li>
</ul>
<!--Start tab content-->
<ul class=""tabs-content"">
<li style=""display: block;"" id=""tab1"" class=""active"">
<div>
<p>Handcrafted and made of acacia wood, our <i>Acacia Plate</i> is highly durable and sure to add a natural charm to your dinner table. Perfect for serving desserts and fruits, or even your favorite meals!</p>
<p>Pair it with the <a href=""https://jazzupco.com/collections/flatware/products/french-flatware"">French Flatware</a> and transform your dining experience!</p>
<p>Crafted with natural acacia wood, do expect some slight variations in the surface-finish/ color-tone.</p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab2"">
<div>
<p>Material: Acacia Wood</p>
<p>Dishwasher and microwave safe</p>
<p>The 4 Piece Set includes the Small Tri, Round, Rectangle and Oval plates</p>
<p>The Complete Collection includes 1 of each type</p>
</div>
</li>
<li style=""display: none;"" class="""" id=""tab3"">
<div>
<p>We offer Free Shipping Worldwide.</p>
<p>We typically ship items within 5 days of receiving an order and you’ll receive a tracking number that will let you keep tabs of where your order is at all times.</p>
<p>From that point, it takes approximately 12 – 18* days for items to arrive.</p>
<p>*Do note that longer shipping duration may be expected in some cases due to the COVID-19 situation with a reduced number of flights and manpower. We will do our best to get your order to you sooner.</p>
<p>Read our <a href=""https://jazzupco.com/policies/shipping-policy"">Shipping Policy</a>.</p>
</div>
</li>
</ul>",jazzupco,"","",true,Option,Small Tri,,,,,16153625-a,0.0,shopify,deny,oberlo,19.00,24.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/CoverPhoto.png?v=1613481133,1,Acacia Plate-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/2_f7417c77-685e-416b-b9af-203399b66455.png?v=1613481137,kg,,,active
acacia-plate-collection,,,,,,,,Round,,,,,16153625-b,0.0,shopify,deny,oberlo,24.00,30.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1331840024.jpg?v=1613481134,2,Acacia Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/3_d0dda997-70b6-408c-b2e1-3a968c81df26.png?v=1613481138,kg,,,
acacia-plate-collection,,,,,,,,Oval,,,,,16153625-c,0.0,shopify,deny,oberlo,24.00,29.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1331840023.jpg?v=1613481135,3,Acacia Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/4_f330d728-6279-464e-baf0-981541e3e56a.png?v=1613481139,kg,,,
acacia-plate-collection,,,,,,,,Rectangle,,,,,16153625-d,0.0,shopify,deny,oberlo,29.00,39.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/7_5648f0ce-755f-4240-aeae-12ebbb5d23b0.png?v=1613481136,4,Acacia Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/5_d5d8bd18-3af1-49f4-8715-7d2026be4b37.png?v=1613481140,kg,,,
acacia-plate-collection,,,,,,,,Large Tri,,,,,16153625-f,0.0,shopify,deny,oberlo,29.00,39.00,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/2_f7417c77-685e-416b-b9af-203399b66455.png?v=1613481137,5,Acacia Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/6_983fee7b-e30e-4ce0-8eb8-06974d3dd155.png?v=1613481141,kg,,,
acacia-plate-collection,,,,,,,,4 Piece Set,,,,,16153625-e,0.0,shopify,deny,oberlo,89.00,79.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/3_d0dda997-70b6-408c-b2e1-3a968c81df26.png?v=1613481138,6,Acacia Plate-JAZZUP,,,,,,,,,,,,,,,,,,kg,,,
acacia-plate-collection,,,,,,,,The Complete Collection,,,,,16153625-g,0.0,shopify,deny,oberlo,109.00,99.00,true,false,"",https://cdn.shopify.com/s/files/1/0365/1705/2461/products/4_f330d728-6279-464e-baf0-981541e3e56a.png?v=1613481139,7,Acacia Plate-JAZZUP,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/7_5648f0ce-755f-4240-aeae-12ebbb5d23b0.png?v=1613481136,kg,,,
acacia-plate-collection,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/5_d5d8bd18-3af1-49f4-8715-7d2026be4b37.png?v=1613481140,8,Acacia Plate-JAZZUP,,,,,,,,,,,,,,,,,,,,,
acacia-plate-collection,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/6_983fee7b-e30e-4ce0-8eb8-06974d3dd155.png?v=1613481141,9,Acacia Plate-JAZZUP,,,,,,,,,,,,,,,,,,,,,
modern-tulip-canvas-painting-print,Calming Tulip Canvas," 
        <!--Start tab labels-->
        <ul class=""tabs"">
          <li>
            <a class=""active"" href=""#tab1"">
              Description
            </a>
          </li>
          <li>
            <a href=""#tab2"" class="""">
              Details
            </a>
          </li>
          <li>
            <a href=""#tab3"" class="""">
              Shipping
            </a>
          </li>
        </ul>
        <!--Start tab content-->
        <ul class=""tabs-content"">
          <li class=""active"" id=""tab1"" style=""display: block;"">
            <div>
            <p>Create a restful ambience in your house with this set of <i>Calming Tulip Canvas</i>. The artworks feature toned-down soft pink Tulip flowers which have the ability to relax and de-stress your mind.</p>
<p>You may choose to pick one of the three variants available or take home the complete collection of the Tulip arts. The canvas comes in 10 different size options for you to pick from.</p>
<p>Frames are not included with purchase as we provide you with the flexibility to choose a frame of your preference that complements your home decor.</p>
            </div>
          </li>
          <li id=""tab2"" class="""" style=""display: none;"">
            <div>
            <p>High Quality Canvas Print</p>
<p>Full Color Pattern</p>
<p>Fade Resistant</p>
<p>Water Resistant</p>
            </div>
          </li>
          <li id=""tab3"" class="""" style=""display: none;"">
            <div>
            <p>We offer Free Shipping Worldwide.</p>
<p>We typically ship items within 5 days of receiving an order. </p>
<p>Once it has been shipped, you’ll receive a tracking link that will let you keep tabs of where your order is at all times and it takes approximately 15 – 28* days for items to arrive.</p>
<p>*Do expect longer shipping duration due to the COVID-19 situation with a reduced number of flights and manpower. We will do our best to get your order to you sooner.</p>
<p>Read our <a href=""https://jazzupco.com/policies/shipping-policy"">Shipping Policy</a>.</p>
            </div>
          </li>
        </ul>
    ",jazzupco,"","",true,Size (Inch),"4"" by 6""",Option,Type A,,,22654572-10x15cm-no-frame-tulip-a,0.0,shopify,deny,oberlo,19.00,,true,false,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1325036841.jpg?v=1613481149,1,Calming Tulip Canvas-JAZZUP,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0365/1705/2461/products/product-image-1325036847.jpg?v=1613481150,kg,,,active
